report_board,report_datetime,report_title,row_count
Minnesota Board of Pharmacy,4/13/2026 12:00:22 PM,Facility List - PH,2171

facility_name,license_type,license_nbr,description,grant_date,expire_date,address_line1,address_line2,city,county,state,zip,e_mail
"Curexa - West, LLC (dba) Curexa",PH,266826,Active,09/28/2023,06/30/2026,1343 North Colorado St.,Suite 109,Gilbert,,AZ,85233,Licensing@curexa.com
"Curexa East II, LLC (dba) Curexa",PH,266543,Active,04/07/2022,06/30/2026,236 E Jimmie Leeds Rd,Suite C,Galloway,,NJ,08205,compliance@curexa.com
Custom Medicine Pharmacenter,PH,267059,Active,12/17/2024,06/30/2026,140 Rantoul Street,Retail #1,Beverly,,MA,01915,info@custommedicine.com
"Custom Rx, LLC (dba) Belmar Pharmacy",PH,266641,Active,09/26/2022,06/30/2026,3510 North Ridge Road,Suite 900,Wichita,,KS,67205,michelle.violi@belmarpharma.com
Cuyuna Lakes Pharmacy LLC,PH,265133,Active,08/01/2016,06/30/2026,"320 East Main St, Suite 2",,Crosby,Crow Wing,MN,56441,pharmacy@cuyunamed.org
Cuyuna Lakes Pharmacy LLC (dba) Cuyuna Lakes Pharmacy #2,PH,266624,Active,09/01/2022,06/30/2026,22418 State Hwy 6,Suite 400,Crosby,Crow Wing,MN,56441,crosby-superone-pharmacy@cuyunamed.org
Cuyuna Regional Medical Center,PH,265134,Active,08/05/2016,06/30/2026,320 East Main St,,Crosby,Crow Wing,MN,56441,justin.richards@cuyunamed.org
"CVS Rx Services, Inc. (dba) Retail Pharmacy Customer Care Center",PH,263759,Active,09/02/2011,06/30/2026,2100 Highland Corporate Park Drive,,Cumberland,,RI,02864,rhiannon.ciampanelli@cvshealth.com
"Cystic Fibrosis Services, LLC (dba) Walgreens Specialty Pharmacy #16280",PH,265286,Active,03/02/2017,06/30/2026,10530 John W Elliott Dr,Suite 200,Frisco,,TX,75033,specialtylicenses@walgreens.com
"Dakota PrecisionRx, Inc.",PH,264776,Active,06/30/2015,06/30/2026,705 E Main Ave,Suite 200,Bismarck,,ND,58501,darcy@precisionrxlabs.com
"Dania Discount Drug Inc (dba) Dania Rexall, Part B Specialists",PH,267169,Active,07/22/2025,06/30/2026,5420 NW 33 Ave,Ste 7B,Ft. Lauderdale,,FL,33309,licensingdd@daniarexall.com
Dania Rexall Pharmacy & Medical Supply Inc,PH,267167,Active,07/22/2025,06/30/2026,5420 NW 33 Ave,Ste 7A,Ft. Lauderdale,,FL,33309,licensingDR@daniarexall.com
DAS Pharmaceuticals Inc. (dba) Samuelson's Drug Store,PH,263286,Active,01/26/2009,06/30/2026,118 West 5th Street,P.O. Box 399,Starbuck,Pope,MN,56381,samsdrug@hcinet.net
Dawson Drug PLLC (dba) Dawson Drug & Gifts,PH,264280,Active,12/20/2013,06/30/2026,812 6th St,,Dawson,Lac qui Parle,MN,56232,evertolesen@dawsondrug.com
"DDCRX, LLC (dba) Exact Care Pharmacy",PH,265768,Active,02/13/2019,06/30/2026,2701 Highpoint Oaks Dr,#100,Lewisville,,TX,75067,regulatory@anewhealthrx.com
"DDP Pharmacy INC (dba) Drugco Health, Drugco Discount Pharmacy",PH,267041,Active,11/06/2024,06/30/2026,107 Smith Church Rd,,Roanoke Rapids,,NC,27870,drew@drugcopharmacy.com
"Decillion Healthcare, LLC (dba) BioMatrix Specialty Pharmacy OH",PH,265525,Active,03/16/2018,06/30/2026,270 Cramer Creek Ct.,,Dublin,,OH,43017,rachel.marchiano@biomatrixsprx.com
Deer River Healthcare Center Inc. (dba) Essentia Health Deer River,PH,204876,Active,12/13/1976,06/30/2026,115 10th Ave NE,,Deer River,Itasca,MN,56636,hannah.athman@essentiahealth.org
"DEGC Enterprises (U.S.), Inc. (dba) CCS Medical",PH,261722,Active,07/15/1999,06/30/2026,14255 49th Street North #301,,Clearwater,,FL,33762,licensing@ccsmed.com
"DEGC Enterprises (U.S.), Inc. (dba) CCS Medical",PH,261998,Active,02/14/2001,06/30/2026,3601 Thirlane Road NW Suite 4,,Roanoke,,VA,24019,licensing@ccsmed.com
"DeliverCareRx Pharmacy, LLC",PH,264707,Active,04/28/2015,06/30/2026,"1471 E Business Center Dr, Ste 200",,Mt. Prospect,,IL,60056,mcardamone@delivercarerx.com
Devron System Inc (dba) Simple Rx Pharmacy,PH,265878,Active,07/01/2019,06/30/2026,711 E. Lamar Blvd,Suite 106,Arlington,,TX,76011,simple.rx.pharm@gmail.com
DGN Pharmacy Inc. (dba) Personal RX,PH,266701,Active,02/09/2023,06/30/2026,20 Murray Hill Pkwy,Suite 210,East Rutherford,,NJ,07073,compliance@personalrx.com
"Diabetes Supply Center of the Midlands, LLC",PH,266550,Active,04/14/2022,06/30/2026,10304 Crown Point Ave,,Omaha,,NE,68134,licensing@adapthealth.com
"Diabetic Care Rx, LLC (dba) DCRX Infusion, Patient Care America",PH,267079,Active,01/24/2025,06/30/2026,3890 Park Central Blvd North,,Pompano Beach,,FL,33064,rph@pcacorp.com
"Diamond Drugs, Inc. (dba) Diamond Pharmacy Services",PH,262049,Active,08/02/2001,06/30/2026,645 Kolter Drive,,Indiana,,PA,15701,sgetty@diamondpharmacy.com
Dignity Health (dba) St Joseph's McAuley Pharmacy,PH,266209,Active,10/16/2020,06/30/2026,"500 W Thomas Rd, Ste 190",,Phoenix,,AZ,85013,erin.sharp@dignityhealth.org
Direct Meds Inc. (dba) Direct Meds Pharmacy Dept,PH,261909,Active,05/01/2000,06/30/2026,345 Grand Avenue,,Leonia,,NJ,07605,fbadin@directmedsusa.com
"Direct Pharmacy Source, Inc. (dba) DiRx",PH,266917,Active,05/22/2024,06/30/2026,3540 NW 56th Street,Suite #204,Ft. Lauderdale,,FL,33309,dirxcompliance@dirxhealth.com
"Diversified Pharmacy, Inc. (dba) Medivera Compounding Pharmacy",PH,267337,Active,01/28/2026,06/30/2026,5225 Crooks Rd,,Troy,,MI,48098,unicompoundrx@gmail.com
divvyMed LLC (dba) divvyDOSE,PH,266144,Active,07/29/2020,06/30/2026,4300 44th Ave,,Moline,,IL,61265,orxpharmlic@Divvydose.com
"Divyo Health Solutions, Inc.",PH,266568,Active,05/13/2022,06/30/2026,320 W 9th Street NE,,Rome,,GA,30165,mball@divyo.net
"DOC.COM Pharmacy, LLC",PH,267211,Active,09/23/2025,06/30/2026,69 McDowell St,,Welch,,WV,24801,rx@doc.com
Dogwood Pharmacy LLC (dba) MedScripts Medical Pharmacy,PH,266089,Active,05/31/2020,06/30/2026,1325 Miller Rd,Ste K,Greenville,,SC,29607,license@bioplusrx.com
"Dolan Central Illinois Compounding Pharmacy, LLC (dba) Preckshot Professional Pharmacy",PH,266459,Active,12/06/2021,06/30/2026,5832 N Knoxville Ave,Suite E,Peoria,,IL,61614,amy@preckshot.com
Dozak Drug LLC (dba) Wheaton Drug And Gifts,PH,265210,Active,12/27/2016,06/30/2026,1105 Broadway,,Wheaton,Traverse,MN,56296,wheatondrug@gmail.com
"Dragich & Dragich, Inc. (dba)  Village Pharmacy & Gift",PH,260501,Active,06/01/1988,06/30/2026,108 2nd Avenue South,,Sauk Rapids,Benton,MN,56379,villagepharmacy@villagemn.com
"Dragonfly Hospice Pharmacy, LLC.",PH,266947,Active,07/16/2024,06/30/2026,"100 Park Manor Drive, Suite 202",,Pittsburgh,,PA,15205,bridget.regan@deltacarerx.com
DRG Pharmacy LLC (dba) Hueneme Family Pharmacy,PH,267255,Active,10/22/2025,06/30/2026,401 N Lombard St,Ste A & B,Oxnard,,CA,93030,ContactUs@huenemefamily.com
"Drugs Are Us, Inc. (dba) Hopewell Pharmacy",PH,265683,Active,09/01/2018,06/30/2026,1 West Broad Street,,Hopewell,,NJ,08525,jhobson@hopewellrx.com
Dunklau Pharmacy Holdings LLC (dba) Midtown Express Pharmacy,PH,266416,Active,08/30/2021,06/30/2026,7123 Cockrill Bend Blvd,,Nashville,,TN,37209,info@MidtownExpressPharmacy.com
"DYL, LLC (dba) South Lake Pharmacy",PH,266810,Active,09/13/2023,06/30/2026,38101 5th Avenue,,Zephyrhills,,FL,33542,southlake.pharmacy@gmail.com
E-Rxhub LLC (dba) E-Rxhub,PH,267258,Active,10/22/2025,06/30/2026,34911 US Highway 19 N,,Palm Harbor,,FL,34684,Partners@e-rxhub.com
Eagle Pharmacy LLC (dba) Eagle Pharmacy,PH,266261,Active,01/12/2021,06/30/2026,350 Eagles Landing Drive,,Lakeland,,FL,33810,licensing@caretria.com
East Ottertail Pharmacy (dba) Perham Health Pharmacy,PH,260379,Active,01/15/1987,06/30/2026,1000 Coney St W,,Perham,Otter Tail,MN,56573,tracey.bovkoon@perhamhealth.org
"Easy Rx Pad, LLC (dba) Procure Pharmaceutical Services",PH,266982,Active,08/22/2024,06/30/2026,264 Smith Township State Road,Suite 5,Burgettstown,,PA,15021,pharmacylicenses@deltacarerx.com
"Ebenezer Management Services, Inc. (dba) Ebenezer Pharmacy",PH,267312,Active,01/02/2026,06/30/2026,1243 Red Fox Road,,Arden Hills,Ramsey,MN,55112,dan@ipsolutions.org
"Eden Pharmacy, LLC (dba) Eden",PH,267267,Active,11/03/2025,06/30/2026,8300 Carmel Ave,Suite 601,Albuquerque,,NM,87122,pharmacy.licensing@eden.health
ELA Pharmacy LLC (dba) SendRx,PH,267134,Active,05/27/2025,06/30/2026,1002 Bonaventure Drive,,Elk Grove Village,,IL,60007,info@elapharmacy.com
"Elevation Pharmacy, LLC",PH,266611,Active,07/19/2022,06/30/2026,1212 US-1 Suite A &amp; C,,North Palm Beach,,FL,33408,aj@elevationpharmacyrx.com
"ElitePharma-Rx, LLC (dba) Key Pharmacy",PH,267301,Active,12/10/2025,06/30/2026,613 Uptown Blvd,STE 105,Cedar Hill,,TX,75104,elitekeypharmacy@gmail.com
"Elko New Market Family Pharmacy, LLC",PH,266091,Active,06/04/2020,06/30/2026,117 Old Town Road,,Elko New Market,Scott,MN,55054,enmpharmacy@gmail.com
Ely Bloomenson Hospital Pharmacy,PH,200456,Active,06/19/1975,06/30/2026,328 West Conan Street,,Ely,St Louis,MN,55731,bhartshorn@ebch.org
"Empower Clinic Services, LLC (dba) Empower Pharmacy",PH,266486,Active,01/20/2022,06/30/2026,7601 N Sam Houston Parkway W,Suite 100,Houston,,TX,77064,snoorian@empowerpharmacy.com
"Empower Clinic Services, LLC (dba) Empower Pharmacy",PH,266366,Active,06/15/2021,06/30/2026,"7601 N Sam Houston Pkwy W, Ste 200",,Houston,,TX,77064,snoorian@empowerpharmacy.com
Enclara Pharmacia,PH,262167,Active,08/15/2002,06/30/2026,2525 Horizon Lake Drive,Suite 101,Memphis,,TN,38133,aScarborough@enclarapharmacia.com
Enclara Pharmacia Inc (dba) Enclara Pharmacia,PH,262699,Active,01/26/2006,06/30/2026,512 Elmwood Avenue,,Sharon Hill,,PA,19079,jfinger@ENCLARAPHARMACIA.com
EntirelyPets Pharmacy LLC,PH,264098,Active,04/21/2013,06/30/2026,34571 Seventh St,,Union City,,CA,94587,pharmacist@entirelypetspharmacy.com
Epiq Scripts LLC,PH,266680,Active,11/30/2022,06/30/2026,"465 W President George Bush HWY, Suite 240",,Richardson,,TX,75080,admin@epiqscripts.com
"Equi-Tox Pharma, LLC",PH,264853,Active,10/07/2015,06/30/2026,9818 Hwy 22,,Dresden,,TN,38225,kmatheny@equi-toxpharma.com
Equity Consulting Partners LLC (dba) Wellness Pharmacy,PH,266721,Active,04/07/2023,06/30/2026,45 10th St. W,Suite 1045,St Paul,Ramsey,MN,55102,knelson@mncare.org
Erickson's Diversified LLC (dba) Family Fare Pharmacy #3328,PH,267222,Active,10/02/2025,06/30/2026,623 Main Street,,Red Wing,Goodhue,MN,55066,snpharmacylicensing@spartannash.com
Erickson's Diversified LLC (dba) Family Fare Pharmacy #3330,PH,267221,Active,10/02/2025,06/30/2026,603 Division St. S,,Northfield,Rice,MN,55057,snpharmacylicensing@spartannash.com
Erickson's Diversified LLC (dba) Family Fare Pharmacy #3335,PH,267223,Active,10/02/2025,06/30/2026,951 East Frontage Road,,Litchfield,Meeker,MN,55355,snpharmacylicensing@spartannash.com
Erickson's Diversified LLC (dba) Family FreshMarketPharmacy,PH,267219,Active,10/02/2025,06/30/2026,612 South Minnesota Ave.,,Saint Peter,Nicollet,MN,56082,snpharmacylicensing@spartannash.com
Ericksons Diversified Corporation (dba) Family Fare Pharmacy,PH,200852,Active,07/10/1975,06/30/2026,612 South Minnesota Avenue,,St Peter,Nicollet,MN,56082,jessica.totten@spartannash.com
"ESI Mail Pharmacy Service, Inc. (dba) Express Scripts",PH,262277,Active,03/03/2003,06/30/2026,7909 South Hardy Suite 106,,Tempe,,AZ,85284,mpokorney@express-scripts.com
"ESI Mail Pharmacy Service, Inc. (dba) Express Scripts",PH,261901,Active,06/01/2000,06/30/2026,4600 North Hanley Road,,St Louis,,MO,63134,kkempf@express-scripts.com
"ESI Mail Pharmacy Service, Inc. (dba) Express Scripts",PH,264972,Active,01/22/2016,06/30/2026,4500 Alexander Blvd NE,,Albuquerque,,NM,87107,dkconnors@express-scripts.com
"ESI Mail Pharmacy Service, Inc. (dba) Express Scripts",PH,264975,Active,01/22/2016,06/30/2026,"433 River Street, Suite 800",,Troy,,NY,12180,marksp@express-scripts.com
"ESI Mail Pharmacy Service, Inc. (dba) Express Scripts",PH,266874,Active,01/26/2024,06/30/2026,"4600 North Hanley Rd., Suite D",,St. Louis,,MO,63134,CPoling@express-scripts.com
"ESI Mail Pharmacy Service, Inc. (dba) Express Scripts",PH,266681,Active,11/30/2022,06/30/2026,7909 S Hardy,Ste 111,Tempe,,AZ,85284,VDelaney@express-scripts.com
"Essentia Health Moose Lake, LLC (dba) Essentia Health Moose Lake",PH,266151,Active,08/10/2020,06/30/2026,4572 County Road 61,,Moose Lake,Carlton,MN,55767,robert.johnson@essentiahealth.org
"Essentia Health Virginia, LLC (dba) Essentia Health Virginia",PH,264001,Active,12/14/2012,06/30/2026,901 - 9th St N,,Virginia,St Louis,MN,55792,tara.parks@essentiahealth.org
"Essential Isotopes, LLC",PH,266497,Active,01/28/2022,06/30/2026,1513 Research Park Dr.,,Columbia,,MO,65211,cgrahl@radiopharmacy.com
Ethical Factor Rx LLC,PH,266114,Active,06/24/2020,06/30/2026,4213 Birney Ave,Ste 4,Avoca,,PA,18641,licensing@ethicalfactorrx.com
Eventus Rx LLC,PH,266625,Active,08/30/2022,06/30/2026,11300 Lindbergh Blvd.,Ste 107,Fort Myers,,FL,33913,compliance@pharmerica.com
Evergreen Pharmaceutical of California LLC (dba) Omnicare of Southern California ,PH,267093,Active,02/20/2025,06/30/2026,8220 Remmet Ave,,Canoga Park,,CA,91304,Permitinfo@cvshealth.com
"Eversana Life Science Services, LLC",PH,265518,Active,03/12/2018,06/30/2026,17877 Chesterfield Airport Road,,Chesterfield,,MO,63005,licensingstl@eversana.com
Everspring LLC,PH,266839,Active,10/23/2023,06/30/2026,1884 Lackland Hill Pkwy,Suite 6,Saint Louis,,MO,63146,kbrockmeyer@everspringrx.com
Evexia RX LLC (dba) Purescripts,PH,266057,Active,04/24/2020,06/30/2026,Evexia Rx Llc,5206 West 84th Street,Bloomington,Hennepin,MN,55437,stephani@purescriptsrx.com
"Evolutionary Pharmacy Solutions, LLC (dba) EPSRX",PH,267111,Active,03/17/2025,06/30/2026,"13619 Inwood Road, Suite 380",,Farmers Branch,,TX,75224,rseefried@evolutionaryrx.com
"Exact Care Pharmacy, LLC",PH,264619,Active,12/22/2014,06/30/2026,8333 Rockside Rd,,Valley View,,OH,44125,regulatory@anewhealthrx.com
Express Med Pharmaceuticals Inc. (dba) SelectRx PA,PH,266431,Active,09/30/2021,06/30/2026,3950 Brodhead Rd Suite 100,,Monaca,,PA,15061,joseph.marasco@selectrx.com
"Express Scripts Pharmacy, Inc.",PH,267192,Active,09/15/2025,06/30/2026,11000 Parker Drive,,North Huntingdon,,PA,15642,Adrienne.Baldini@evernorth.com
"Express Scripts Pharmacy, Inc. (dba) Express Scripts",PH,264492,Active,07/01/2014,06/30/2026,2040 Route 130 N,,Burlington,,NJ,08016,pcymbalski@express-scripts.com
"Express Scripts Pharmacy, Inc. (dba) Express Scripts",PH,264315,Active,01/29/2014,06/30/2026,4865 Dixie Highway,,Fairfield,,OH,45014,AJWilhelm@express-scripts.com
"Express Scripts Pharmacy, Inc. (dba) Express Scripts",PH,264321,Active,01/29/2014,06/30/2026,"13051 N Telecom Parkway, Suite 150",,Temple Terrace,,FL,33637,jennifer_backhus@express-scripts.com
"Express Scripts Pharmacy, Inc. (dba) Express Scripts",PH,264310,Active,01/29/2014,06/30/2026,4750 E 450 South,,Whitestown,,IN,46075,Robyn.Stewart@evernorth.com
"Express Scripts Specialty Distribution Services, Inc.",PH,266402,Active,07/30/2021,06/30/2026,4600 N Hanley Rd,Suite B,St. Louis,,MO,63134,Rightfax-PICLegal@express-scripts.com
F & F Pharmacies Inc (dba) Jungle Jim's Pharmacy,PH,267264,Active,10/29/2025,06/30/2026,5484 Dixie Hwy,,Fairfield,,OH,45014,licensing@junglejimrx.com
"F&F Scottsdale, LLC",PH,266937,Active,07/01/2024,06/30/2026,"17250 N Hartford Dr., Ste 115",,Scottsdale,,AZ,85255,ggw.licensing@gogomeds.com
Factor One Source Pharmacy LLC (dba) Infucare Rx of MD,PH,265752,Active,02/01/2019,06/30/2026,"Factor One Source Pharmacy, Llc",217 Glenn St. Ste 300,Cumberland,,MD,21502,licensing@infucarerx.com
Fairview Bethesda Hospital,PH,266592,Active,06/28/2022,06/30/2026,45 W 10th St. W.,Suite G400,St Paul,Ramsey,MN,55102,dept-fps-licensing@fairview.org
Fairview Bethesda Hospital (dba) HealthEast Woodwinds Hospital ,PH,261894,Active,07/06/2000,06/30/2026,1925 Woodwinds Drive,In Patient Pharmacy,Woodbury,Dakota,MN,55125,dps-fps-licensing@fairview.org
Fairview Health Services (dba) Fairview Investigational Drug Services Pharmacy,PH,267064,Active,12/19/2024,06/30/2026,2631 Territorial Rd,,St Paul,Ramsey,MN,55114,dept-fps-licensing@fairview.org
Fairview Health Services (dba) Fairview Lakes Health Services Pharmacy,PH,261510,Active,02/14/1998,06/30/2026,5200 Fairview Blvd.,,Wyoming,Chisago,MN,55092,dept-fps-licensing@fairview.org
Fairview Health Services (dba) Fairview Northland Regional Hospital Pharmacy,PH,200450,Active,06/19/1975,06/30/2026,911 Northland Drive,,Princeton,Mille Lacs,MN,55371,dept-fps-licensing@fairview.org
Fairview Health Services (dba) Fairview Ridges Hospital Pharmacy,PH,260113,Active,05/01/1984,06/30/2026,201 East Nicollet Blvd.,,Burnsville,Dakota,MN,55337,dept-fps-licensing@fairview.org
Fairview Health Services (dba) Fairview Southdale Hospital Pharmacy,PH,261547,Active,03/20/1998,06/30/2026,6401 France Avenue South,,Edina,Hennepin,MN,55435,dept-fps-licensing@fairview.org
"Fairview Health Services (dba) University of Minnesota Medical Center, Fairview Riverside Campus Pharmacy",PH,260947,Active,12/17/1991,06/30/2026,2450 Riverside Avenue,,Minneapolis,Hennepin,MN,55454,dept-fps-licensing@fairview.org
"Fairview Health Services (dba) University of Minnesota Medical Center, Fairview- East Bank",PH,261411,Active,01/01/1997,06/30/2026,500 Harvard Street SE 1-550 Mayo C-265A,Mmc 611 - Inpatient Pharmacy,Minneapolis,Hennepin,MN,55455,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Andover Pharmacy",PH,263115,Active,11/02/2007,06/30/2026,"13819 Hanson Blvd Nw, Suite 100",,Andover,Anoka,MN,55304,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Cedar Ridge Pharmacy",PH,262524,Active,01/01/2005,06/30/2026,15650 Cedar Avenue South,,Apple Valley,Dakota,MN,55124,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Compounding Pharmacy",PH,262526,Active,01/01/2005,06/30/2026,711C Kasota Avenue Se,,Minneapolis,Hennepin,MN,55414,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Compounding Pharmacy",PH,267205,Active,09/18/2025,06/30/2026,3650 Victoria St. N,Suite 500,Shoreview,Ramsey,MN,55126,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Eagan Pharmacy",PH,262527,Active,01/01/2005,06/30/2026,"3305 Central Park Village Dr, Suite 100",,Eagan,Dakota,MN,55121,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Edina Pharmacy",PH,265785,Active,02/17/2019,06/30/2026,6401 France Ave South SL-1,,Edina,Hennepin,MN,55435,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Highland Park Pharmacy",PH,266709,Active,02/23/2023,06/30/2026,2270 Ford Parkway,Suite 103,St Paul,Ramsey,MN,55116,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Home Infusion",PH,267206,Active,09/18/2025,06/30/2026,3650 Victoria St. N,Suite 600,Shoreview,Ramsey,MN,55126,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Home Infusion Duluth",PH,265582,Active,06/12/2018,06/30/2026,1527 London Road,,Duluth,St Louis,MN,55812,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Infusion Services",PH,263532,Active,05/28/2010,06/30/2026,"909 Fulton St Se, 2nd Floor",Mail Code 2121Bh,Minneapolis,Hennepin,MN,55455,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Lakes Pharmacy - Wyoming",PH,262536,Active,01/01/2005,06/30/2026,5200 Fairview Boulevard,,Wyoming,Chisago,MN,55092,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview New Brighton Pharmacy",PH,263185,Active,05/21/2008,06/30/2026,1151 Silver Lake Rd,,New Brighton,Ramsey,MN,55112,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Northland Pharmacy - Elk River",PH,262541,Active,01/01/2005,06/30/2026,"290 Main Street NW, Suite 110",,Elk River,Sherburne,MN,55330,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Northland Pharmacy - Princeton",PH,262543,Active,01/01/2005,06/30/2026,919 Northland Drive,,Princeton,Mille Lacs,MN,55371,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Oncology Pharmacy Maple Grove",PH,263053,Active,07/16/2007,06/30/2026,"14500 99th Ave N, Suite 0A030",,Maple Grove,Hennepin,MN,55369,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Oxboro Pharmacy",PH,262535,Active,01/01/2005,06/30/2026,600 West 98th Street,,Bloomington,Hennepin,MN,55420,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Pharmacy Blaine",PH,263513,Active,04/23/2010,06/30/2026,10961 Club West Parkway,,Blaine,Anoka,MN,55449,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Pharmacy Burnsville SCC",PH,264554,Active,10/01/2014,06/30/2026,"14101 Fairview Dr, Suite 100",,Burnsville,Dakota,MN,55337,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Pharmacy CBCD",PH,265444,Active,11/14/2017,06/30/2026,"2512 S 7th St, Suite 105",,Minneapolis,Hennepin,MN,55454,dept-fps-licensing@fairview.org
"Fairview Pharmacy Services, LLC (dba) Fairview Pharmacy Chisago City",PH,264593,Active,11/10/2014,06/30/2026,"11725 Stinson Ave, Bldg B",,Chisago City,Chisago,MN,55013,dept-fps-licensing@fairview.org
